Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
30,Yes,Travel_Frequently,Sales,5,3,Medical,2,Female,3,1,Sales Representative,2,Single,2422,0,No,17,3,1,0,4,3,3,3,2,1,2,62683
26,No,Travel_Rarely,Sales,2,2,Medical,4,Male,4,2,Sales Representative,4,Married,5472,1,No,12,3,2,0,8,2,3,8,7,1,3,183236
22,No,Travel_Rarely,Sales,8,1,Life Sciences,2,Male,1,1,Sales Representative,1,Married,2451,1,No,15,3,1,1,4,3,2,4,3,1,1,219248
48,No,Travel_Rarely,Sales,6,3,Life Sciences,1,Male,2,2,Sales Representative,3,Single,4240,2,No,13,3,4,0,19,0,3,2,2,2,2,79506
48,No,Travel_Rarely,Sales,4,4,Life Sciences,3,Male,2,3,Sales Representative,3,Single,10999,7,No,14,3,2,0,27,3,3,15,11,4,8,81068
41,No,Travel_Rarely,Sales,7,2,Medical,4,Female,3,2,Sales Representative,3,Single,5003,6,No,14,3,2,0,8,6,3,2,2,2,1,192671
39,No,Travel_Rarely,Sales,1,1,Life Sciences,4,Female,2,4,Sales Representative,4,Married,12742,1,No,16,3,3,1,21,3,3,21,6,11,8,139073
27,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,3,2,Sales Representative,4,Married,4227,0,No,18,3,2,1,4,2,3,3,2,2,2,124143
35,No,Travel_Rarely,Sales,10,3,Other,2,Male,3,1,Sales Representative,4,Divorced,3917,1,No,20,4,1,1,3,4,2,3,2,1,2,287101
42,No,Travel_Rarely,Sales,5,2,Marketing,4,Male,3,5,Sales Representative,3,Married,18303,6,No,13,3,2,0,21,3,4,1,0,0,0,196707
50,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,3,1,Sales Representative,4,Married,2380,4,No,18,3,2,0,8,5,3,1,0,0,0,296432
59,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,2,4,Sales Representative,4,Single,13726,3,Yes,13,3,1,0,30,4,3,5,3,4,3,63535
37,Yes,Travel_Rarely,Sales,11,2,Medical,1,Female,1,2,Sales Representative,2,Married,4777,5,No,15,3,1,0,15,2,1,1,0,0,0,110203
55,No,Travel_Frequently,Sales,18,4,Medical,3,Male,3,2,Sales Representative,2,Married,6385,3,Yes,14,3,4,2,17,3,3,8,7,6,7,127944
41,No,Non-Travel,Sales,7,1,Life Sciences,2,Female,1,5,Sales Representative,3,Divorced,19973,1,No,22,4,2,2,21,3,3,21,16,5,10,157172
38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Representative,4,Single,6861,8,Yes,12,3,3,0,19,1,3,1,0,0,0,112877
26,Yes,Non-Travel,Sales,29,2,Medical,2,Male,1,2,Sales Representative,1,Single,4969,8,No,18,3,4,0,7,6,3,2,2,2,2,264728
52,Yes,Travel_Rarely,Sales,2,1,Marketing,1,Female,1,5,Sales Representative,4,Married,19845,1,No,15,3,4,1,33,3,3,32,14,6,9,267677
44,No,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Representative,4,Married,13320,3,Yes,18,3,3,1,23,2,3,12,11,11,11,90317
50,No,Non-Travel,Sales,1,3,Life Sciences,4,Female,3,2,Sales Representative,3,Married,6347,0,No,12,3,1,1,19,3,3,18,7,0,13,57786
36,Yes,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,4,1,Sales Representative,1,Single,2743,1,No,16,3,3,0,18,1,3,17,13,15,14,214117
39,No,Travel_Frequently,Sales,22,3,Medical,4,Female,3,3,Sales Representative,1,Single,10880,1,Yes,13,3,3,0,21,2,3,21,6,2,8,251075
33,No,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,0,No,19,3,4,0,3,2,2,2,2,2,2,61727
45,No,Travel_Rarely,Sales,11,2,Life Sciences,4,Female,3,4,Sales Representative,4,Married,17650,3,No,13,3,2,1,26,4,4,9,3,1,1,271578
32,No,Non-Travel,Sales,29,4,Medical,4,Female,3,1,Sales Representative,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7,29196
34,No,Travel_Rarely,Sales,1,4,Marketing,2,Male,4,2,Sales Representative,4,Divorced,9725,0,No,11,3,4,1,16,2,2,15,1,0,9,213833
59,No,Travel_Rarely,Sales,1,2,Technical Degree,2,Male,3,3,Sales Representative,4,Married,11904,3,Yes,14,3,3,1,14,1,1,6,4,0,4,285029
45,No,Travel_Rarely,Sales,24,4,Medical,2,Male,3,1,Sales Representative,2,Single,2177,1,No,16,3,1,0,6,3,3,6,3,0,4,266597
53,No,Travel_Frequently,Sales,2,3,Marketing,3,Female,2,3,Sales Representative,2,Married,7525,2,No,12,3,1,1,30,2,3,15,7,6,12,259071
36,Yes,Travel_Rarely,Sales,15,3,Other,1,Male,3,2,Sales Representative,3,Divorced,4834,7,No,14,3,2,1,9,3,2,1,0,0,0,278579
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,3,1,Sales Representative,1,Married,2042,6,Yes,14,3,2,1,6,2,3,3,2,1,2,60801
34,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,1,Yes,19,3,4,1,1,2,3,1,1,0,0,65090
28,No,Travel_Rarely,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,1,No,22,4,2,0,1,5,3,1,0,0,0,227611
38,No,Travel_Frequently,Sales,3,4,Other,3,Male,3,1,Sales Representative,3,Married,2821,3,No,16,3,1,1,8,2,3,2,2,2,2,160531
50,No,Travel_Rarely,Sales,2,4,Medical,2,Male,3,5,Sales Representative,3,Married,19237,2,Yes,11,3,4,1,29,2,2,8,1,7,7,54183
37,No,Travel_Rarely,Sales,3,3,Other,4,Female,3,2,Sales Representative,2,Single,4107,3,No,15,3,1,0,8,3,2,4,3,0,1,29741
40,No,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Representative,1,Married,8396,1,No,14,3,2,1,8,3,2,7,7,7,5,164279
26,No,Travel_Frequently,Sales,1,1,Medical,1,Female,2,1,Sales Representative,3,Divorced,2007,1,No,13,3,3,2,5,5,3,5,3,1,3,127125
46,No,Travel_Rarely,Sales,1,4,Medical,4,Male,3,5,Sales Representative,4,Divorced,19627,9,No,17,3,4,2,23,0,3,2,2,2,2,78079
54,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,2,3,Sales Representative,3,Married,10686,6,No,11,3,2,1,13,4,3,9,4,7,0,59744
56,No,Travel_Frequently,Sales,9,3,Medical,1,Female,3,1,Sales Representative,3,Married,2942,2,No,19,3,2,1,18,4,3,5,4,0,3,163181
36,No,Travel_Rarely,Sales,12,5,Medical,4,Female,2,3,Sales Representative,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8,110825
55,No,Non-Travel,Sales,2,1,Medical,3,Male,2,4,Sales Representative,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2,242175
43,No,Travel_Rarely,Sales,25,3,Medical,3,Male,2,3,Sales Representative,4,Divorced,10798,5,No,13,3,3,1,18,5,3,1,0,0,0,287993
20,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,2,3,3,2,2,0,2,294931
21,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,2,1,Sales Representative,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0,170380
46,No,Travel_Rarely,Sales,8,4,Life Sciences,4,Female,2,2,Sales Representative,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7,100637
51,Yes,Travel_Rarely,Sales,4,4,Life Sciences,1,Male,3,1,Sales Representative,3,Married,2461,9,Yes,12,3,3,3,18,2,4,10,0,2,7,235786
28,Yes,Non-Travel,Sales,24,2,Technical Degree,2,Male,2,3,Sales Representative,1,Single,8722,1,No,12,3,1,0,10,2,2,10,7,1,9,89903
26,No,Travel_Rarely,Sales,1,2,Medical,1,Male,2,1,Sales Representative,1,Married,3955,1,No,16,3,1,2,6,2,3,5,3,1,3,237050
30,No,Travel_Rarely,Sales,20,3,Other,3,Male,3,2,Sales Representative,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2,288814
41,No,Travel_Rarely,Sales,7,2,Technical Degree,2,Female,4,1,Sales Representative,3,Married,3376,1,No,13,3,3,0,10,3,3,10,6,0,8,88456
38,No,Travel_Rarely,Sales,17,1,Life Sciences,3,Female,2,3,Sales Representative,3,Married,8823,0,No,18,3,1,1,20,4,2,19,9,1,9,135375
40,No,Travel_Rarely,Sales,20,4,Technical Degree,1,Male,3,3,Sales Representative,4,Married,10322,4,No,20,4,4,1,14,6,3,11,10,11,1,246836
27,No,Non-Travel,Sales,8,5,Life Sciences,1,Male,1,1,Sales Representative,3,Married,4621,1,No,19,3,4,3,3,4,3,3,2,1,2,57439
55,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,3,3,Sales Representative,2,Married,10976,3,No,18,3,2,1,23,4,3,3,2,1,2,187346
28,No,Travel_Rarely,Sales,10,3,Other,3,Female,3,2,Sales Representative,3,Single,3660,3,No,13,3,4,0,10,4,4,8,7,1,7,269487
44,Yes,Travel_Rarely,Sales,1,2,Medical,2,Male,2,3,Sales Representative,1,Married,10482,9,No,14,3,4,1,24,1,3,20,6,3,6,295870
33,No,Travel_Rarely,Sales,5,3,Life Sciences,4,Male,2,3,Sales Representative,4,Divorced,7119,4,No,15,3,3,1,9,2,3,3,2,1,2,292949
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Representative,1,Single,9582,0,Yes,22,4,1,0,9,2,3,8,7,4,7,117554
33,Yes,Travel_Frequently,Sales,29,4,Medical,1,Female,2,2,Sales Representative,3,Single,4508,1,No,22,4,2,0,14,4,3,13,7,3,8,222487
28,No,Travel_Rarely,Sales,15,2,Life Sciences,1,Male,3,1,Sales Representative,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,113426
34,No,Travel_Frequently,Sales,3,1,Life Sciences,1,Male,3,2,Sales Representative,4,Single,7756,0,No,17,3,3,0,7,1,2,6,2,0,4,291932
37,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Female,2,2,Sales Representative,4,Divorced,6694,2,Yes,14,3,3,3,8,5,3,1,0,0,0,262066
25,Yes,Travel_Rarely,Sales,4,1,Technical Degree,4,Male,3,1,Sales Representative,4,Married,3691,1,Yes,15,3,2,1,7,3,4,7,7,5,6,254121
26,Yes,Travel_Rarely,Sales,21,3,Medical,1,Male,3,1,Sales Representative,3,Divorced,2377,1,No,20,4,3,1,1,0,2,1,1,0,0,165100
33,Yes,Travel_Rarely,Sales,25,3,Medical,1,Male,2,1,Sales Representative,2,Single,2313,4,Yes,20,4,2,0,5,0,3,2,2,2,2,271764
42,No,Travel_Rarely,Sales,2,2,Medical,4,Male,3,4,Sales Representative,1,Married,17665,0,No,17,3,4,1,23,3,3,22,6,13,7,35425
28,Yes,Travel_Frequently,Sales,1,3,Medical,1,Male,2,1,Sales Representative,2,Divorced,2596,1,No,15,3,1,2,1,2,3,1,0,0,0,173087
50,Yes,Travel_Frequently,Sales,1,4,Other,4,Male,3,2,Sales Representative,3,Single,4728,3,Yes,14,3,4,0,5,4,3,0,0,0,0,58524
33,No,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Representative,2,Married,4302,0,No,17,3,3,1,4,3,3,3,2,0,2,30767
34,No,Non-Travel,Sales,3,4,Life Sciences,3,Male,2,1,Sales Representative,4,Married,2979,3,No,17,3,4,3,6,2,3,0,0,0,0,105015
48,No,Non-Travel,Sales,1,4,Medical,1,Male,4,4,Sales Representative,4,Single,16885,2,No,22,4,3,0,27,3,2,5,4,2,1,217121
45,No,Non-Travel,Sales,9,4,Life Sciences,2,Female,2,2,Sales Representative,3,Married,5593,1,No,13,3,4,1,15,2,3,15,10,4,12,251471
52,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,3,3,Sales Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,237441
38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Representative,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7,208135
29,No,Travel_Rarely,Sales,28,4,Life Sciences,3,Female,3,1,Sales Representative,4,Divorced,2514,4,No,22,4,1,1,11,1,3,7,5,1,7,136830
28,No,Travel_Rarely,Sales,3,3,Medical,4,Female,3,3,Sales Representative,2,Divorced,7655,0,No,17,3,2,3,10,3,2,9,7,1,7,178848
46,No,Travel_Rarely,Sales,3,1,Marketing,1,Male,3,4,Sales Representative,3,Married,17465,3,No,12,3,4,1,23,3,3,12,9,4,9,30647
38,No,Travel_Rarely,Sales,2,2,Marketing,4,Male,3,3,Sales Representative,2,Single,7351,7,No,16,3,3,0,10,2,3,1,0,0,0,186097
43,No,Travel_Frequently,Sales,27,3,Life Sciences,3,Female,3,3,Sales Representative,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,220570
39,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,3,4,Sales Representative,4,Divorced,12169,7,No,11,3,4,3,21,4,3,18,7,11,5,43507
40,No,Travel_Rarely,Sales,14,3,Medical,3,Male,2,5,Sales Representative,3,Single,19626,1,No,14,3,1,0,21,2,4,20,7,4,9,92911
21,No,Travel_Rarely,Sales,1,1,Technical Degree,4,Female,2,1,Sales Representative,2,Single,2070,1,Yes,11,3,3,0,2,6,4,2,2,2,2,84956
39,No,Non-Travel,Sales,9,3,Life Sciences,3,Male,3,2,Sales Representative,2,Single,6782,9,No,15,3,3,0,9,2,2,5,4,0,3,95352
36,No,Non-Travel,Sales,18,4,Life Sciences,1,Male,3,2,Sales Representative,4,Single,7779,2,No,20,4,1,0,18,0,3,11,9,0,9,217255
31,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2,252402
28,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,2,1,Sales Representative,2,Married,3201,0,No,17,3,1,0,6,2,1,5,3,0,4,37411
35,No,Travel_Frequently,Sales,11,2,Marketing,4,Male,3,2,Sales Representative,4,Divorced,4968,1,No,11,3,4,1,5,3,3,5,2,0,2,199961
49,No,Travel_Rarely,Sales,8,4,Technical Degree,4,Male,2,4,Sales Representative,2,Married,13120,6,No,17,3,2,1,22,3,3,9,8,2,3,210330
34,No,Travel_Frequently,Sales,2,2,Life Sciences,4,Male,3,2,Sales Representative,3,Single,4033,2,No,11,3,4,0,5,3,2,3,2,0,2,201028
29,No,Travel_Frequently,Sales,10,3,Life Sciences,4,Female,3,1,Sales Representative,2,Divorced,3291,0,No,14,3,4,2,8,2,2,7,5,1,1,36325
42,No,Travel_Rarely,Sales,29,3,Medical,2,Male,1,2,Sales Representative,4,Single,4272,4,No,19,3,1,0,16,3,3,1,0,0,0,85285
29,No,Travel_Rarely,Sales,8,1,Medical,2,Male,2,2,Sales Representative,4,Married,5056,1,Yes,15,3,3,1,10,2,2,10,7,1,2,231555
38,No,Travel_Rarely,Sales,1,3,Human Resources,3,Male,4,1,Sales Representative,3,Married,2844,1,No,13,3,4,1,7,2,4,7,6,5,0,128303
28,No,Travel_Frequently,Sales,6,3,Life Sciences,3,Male,2,1,Sales Representative,3,Divorced,2703,1,Yes,14,3,4,1,3,2,3,3,1,0,2,114732
18,Yes,Non-Travel,Sales,8,1,Medical,3,Male,3,1,Sales Representative,3,Single,1904,1,No,12,3,4,0,0,0,3,0,0,0,0,153809
33,Yes,Travel_Rarely,Sales,9,4,Marketing,1,Female,3,2,Sales Representative,1,Single,8224,0,Yes,17,3,1,0,6,3,3,5,2,0,3,46150
41,No,Travel_Rarely,Sales,12,4,Life Sciences,2,Male,3,1,Sales Representative,4,Married,4766,3,Yes,11,3,1,1,6,4,3,1,0,0,0,90137
31,Yes,Travel_Frequently,Sales,15,3,Medical,3,Male,3,1,Sales Representative,3,Married,2610,1,No,12,3,3,1,2,5,2,2,2,2,2,119626
37,No,Travel_Rarely,Sales,25,2,Medical,3,Female,2,2,Sales Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,183486
27,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Male,2,1,Sales Representative,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,105358
34,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Representative,3,Married,5714,1,No,20,4,1,0,6,3,2,6,5,1,3,136138
35,No,Travel_Rarely,Sales,8,4,Technical Degree,3,Male,3,1,Sales Representative,3,Single,4323,1,No,17,3,2,0,6,2,1,5,4,1,4,162359
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,4,Female,2,3,Sales Representative,1,Married,7336,1,No,13,3,1,1,11,3,1,11,8,3,10,50835
40,No,Travel_Frequently,Sales,9,4,Medical,2,Female,3,3,Sales Representative,3,Single,13499,9,No,17,3,3,0,20,3,2,18,7,2,13,188916
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Representative,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14,42223
42,No,Travel_Rarely,Sales,4,4,Marketing,2,Male,3,2,Sales Representative,1,Single,5155,7,No,13,3,4,0,9,3,4,6,4,1,5,77096
35,No,Travel_Rarely,Sales,1,4,Medical,4,Male,2,1,Sales Representative,3,Married,2258,6,No,12,3,2,1,10,2,3,8,0,1,7,38100
24,No,Travel_Rarely,Sales,24,3,Medical,4,Male,3,1,Sales Representative,2,Single,3597,8,No,22,4,4,0,6,2,3,4,3,1,2,233002
28,Yes,Travel_Rarely,Sales,12,1,Life Sciences,3,Female,3,1,Sales Representative,4,Married,2515,1,Yes,11,3,4,0,1,4,2,1,1,0,0,186960
26,No,Travel_Rarely,Sales,3,4,Medical,1,Male,4,1,Sales Representative,4,Married,4420,1,No,22,4,2,1,8,2,3,8,7,0,7,99982
30,No,Travel_Rarely,Sales,10,3,Marketing,3,Male,2,2,Sales Representative,3,Married,6578,1,No,18,3,1,1,10,3,3,10,3,1,4,65510
40,No,Travel_Frequently,Sales,26,2,Medical,3,Female,2,2,Sales Representative,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,208930
35,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,2,3,Sales Representative,2,Divorced,10274,2,No,18,3,2,1,15,2,4,7,7,6,4,26050
34,No,Travel_Frequently,Sales,1,3,Medical,4,Male,2,2,Sales Representative,1,Single,5343,0,No,20,4,3,0,14,3,3,13,9,4,9,65243
35,No,Travel_Frequently,Sales,4,4,Other,4,Male,2,1,Sales Representative,4,Married,2376,1,No,13,3,2,1,2,2,4,2,2,2,2,113593
43,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,2,Sales Representative,3,Single,5346,8,No,13,3,2,0,7,2,2,4,3,1,3,66934
32,No,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0,191821
56,No,Travel_Rarely,Sales,4,4,Technical Degree,4,Female,3,5,Sales Representative,1,Divorced,19943,4,No,13,3,4,1,28,2,3,5,2,4,2,28762
29,No,Travel_Rarely,Sales,6,1,Medical,2,Female,3,1,Sales Representative,4,Married,3131,1,No,13,3,1,1,10,5,3,10,8,0,8,252834
19,No,Travel_Rarely,Sales,9,2,Life Sciences,3,Male,3,1,Sales Representative,1,Single,2552,1,No,25,4,3,0,1,4,3,1,1,0,0,266721
45,No,Travel_Rarely,Sales,7,3,Medical,1,Female,3,1,Sales Representative,3,Married,4477,4,Yes,19,3,3,1,7,2,2,3,2,0,2,218158
37,No,Travel_Rarely,Sales,1,3,Life Sciences,4,Female,2,2,Sales Representative,4,Married,6474,1,No,13,3,2,1,14,2,2,14,8,3,11,129325
20,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,2,1,Sales Representative,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,52487
44,Yes,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,1,Sales Representative,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,63113
53,No,Travel_Rarely,Sales,7,2,Medical,4,Female,3,5,Sales Representative,3,Divorced,18606,3,No,18,3,2,1,26,6,3,7,7,4,7,95499
29,No,Travel_Rarely,Sales,15,1,Life Sciences,2,Female,1,1,Sales Representative,4,Married,2168,0,Yes,18,3,1,1,6,2,2,5,4,1,3,136050
22,Yes,Travel_Frequently,Sales,3,4,Life Sciences,3,Male,2,1,Sales Representative,4,Married,2853,0,Yes,11,3,2,1,1,5,3,0,0,0,0,46632
46,No,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,4,Sales Representative,1,Married,17048,8,No,23,4,1,0,28,2,3,26,15,15,9,90937
44,No,Non-Travel,Sales,17,3,Life Sciences,4,Male,1,1,Sales Representative,3,Single,2290,2,No,13,3,4,0,6,3,3,0,0,0,0,272154
33,No,Travel_Rarely,Sales,2,3,Human Resources,2,Male,3,1,Sales Representative,3,Married,3600,1,No,13,3,4,1,5,2,3,5,4,1,4,221872
41,Yes,Non-Travel,Sales,5,2,Life Sciences,1,Male,2,1,Sales Representative,1,Divorced,2107,6,No,17,3,1,1,5,2,1,1,0,0,0,228274
30,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,3,2,Sales Representative,1,Divorced,4115,8,No,19,3,3,3,8,3,3,4,3,0,3,67166
40,No,Travel_Frequently,Sales,2,4,Medical,2,Male,3,2,Sales Representative,2,Married,4327,5,No,12,3,4,3,5,2,3,0,0,0,0,290979
50,No,Travel_Frequently,Sales,2,3,Medical,4,Female,3,4,Sales Representative,1,Married,17856,2,No,22,4,3,1,32,3,3,2,2,2,2,186856
28,No,Travel_Rarely,Sales,19,4,Medical,4,Male,2,1,Sales Representative,1,Married,3196,1,No,12,3,3,3,6,2,3,6,5,3,3,277863
46,No,Travel_Rarely,Sales,15,2,Life Sciences,4,Male,3,5,Sales Representative,2,Married,19081,5,No,11,3,1,1,25,2,3,4,2,0,3,269885
35,No,Travel_Rarely,Sales,17,4,Life Sciences,3,Male,3,2,Sales Representative,1,Married,8966,3,Yes,15,3,4,3,15,2,3,7,7,1,7,117688
24,Yes,Travel_Rarely,Sales,17,2,Life Sciences,4,Female,3,1,Sales Representative,2,Married,2210,1,No,13,3,1,1,1,3,1,1,0,0,0,37977
33,No,Travel_Frequently,Sales,25,3,Medical,2,Female,3,2,Sales Representative,3,Married,4539,1,No,12,3,1,1,10,3,2,10,7,0,1,294178
36,No,Travel_Rarely,Sales,6,4,Life Sciences,3,Male,1,1,Sales Representative,3,Divorced,2741,1,No,14,3,3,1,7,4,3,7,7,1,7,189096
30,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Male,3,2,Sales Representative,3,Divorced,3491,1,No,13,3,1,3,10,4,2,10,7,8,9,48021
44,No,Travel_Rarely,Sales,29,4,Other,4,Male,3,2,Sales Representative,4,Single,4541,1,No,25,4,2,0,20,3,3,20,11,13,17,256612
20,No,Travel_Rarely,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,No,17,3,4,0,2,2,3,2,1,2,2,42400
46,No,Travel_Rarely,Sales,2,4,Technical Degree,4,Male,3,2,Sales Representative,4,Divorced,7379,2,No,11,3,3,1,12,3,2,6,3,1,4,87438
42,No,Non-Travel,Sales,2,5,Medical,4,Male,4,2,Sales Representative,1,Married,6272,7,No,16,3,1,1,10,3,4,4,3,0,3,129875
60,No,Travel_Rarely,Sales,7,4,Marketing,2,Male,4,2,Sales Representative,4,Divorced,5220,0,Yes,18,3,2,1,12,3,3,11,7,1,9,72513
32,No,Travel_Frequently,Sales,13,3,Other,3,Female,2,1,Sales Representative,2,Married,2743,1,No,20,4,3,1,2,2,3,2,2,2,2,261047
32,No,Travel_Frequently,Sales,2,2,Life Sciences,4,Female,3,2,Sales Representative,3,Single,4998,4,Yes,14,3,4,0,10,2,3,8,7,0,7,222774
36,No,Travel_Rarely,Sales,1,3,Technical Degree,3,Female,1,3,Sales Representative,1,Divorced,10252,2,Yes,21,4,3,1,17,2,3,7,7,7,7,200256
33,No,Travel_Rarely,Sales,9,3,Medical,1,Male,3,1,Sales Representative,4,Married,2781,0,No,13,3,2,1,15,5,3,14,10,4,10,240752
40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Representative,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3,272352
25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Representative,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1,172529
30,No,Travel_Rarely,Sales,1,3,Medical,4,Male,3,1,Sales Representative,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7,102571
42,No,Travel_Frequently,Sales,26,5,Medical,1,Female,3,3,Sales Representative,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,129483
35,No,Non-Travel,Sales,8,2,Marketing,3,Female,2,3,Sales Representative,4,Married,10377,4,Yes,11,3,2,1,16,6,2,13,2,4,12,53367
27,No,Travel_Rarely,Sales,14,3,Life Sciences,1,Male,3,1,Sales Representative,1,Married,2235,1,Yes,14,3,4,2,9,3,2,9,7,6,8,282689
54,No,Travel_Frequently,Sales,1,4,Life Sciences,4,Female,3,3,Sales Representative,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4,66092
44,No,Travel_Rarely,Sales,2,1,Life Sciences,1,Female,4,1,Sales Representative,4,Married,2011,1,No,13,3,4,1,10,5,3,10,5,7,7,126168
19,Yes,Non-Travel,Sales,10,3,Medical,1,Female,2,1,Sales Representative,2,Single,1859,1,Yes,25,4,2,0,1,2,4,1,1,0,0,145874
29,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,3,1,Sales Representative,4,Divorced,3760,1,No,15,3,1,3,3,5,3,3,2,1,2,252189
54,No,Travel_Rarely,Sales,3,3,Life Sciences,4,Male,3,4,Sales Representative,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9,273553
31,No,Travel_Rarely,Sales,11,2,Medical,3,Male,3,2,Sales Representative,1,Married,6833,1,Yes,12,3,4,0,6,2,2,6,5,0,1,246573
31,No,Travel_Rarely,Sales,24,3,Medical,3,Female,2,2,Sales Representative,1,Single,6812,1,No,19,3,2,0,10,2,3,10,9,1,8,220551
59,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,2,Sales Representative,4,Single,5171,5,No,17,3,4,0,13,2,3,6,1,0,5,228644
43,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,1,5,Sales Representative,4,Married,19740,3,No,14,3,2,1,25,2,3,8,7,0,7,74419
49,No,Travel_Rarely,Sales,4,2,Medical,1,Male,2,5,Sales Representative,3,Married,18711,2,No,13,3,3,1,23,2,4,1,0,0,0,204232
36,No,Travel_Frequently,Sales,3,3,Technical Degree,3,Male,3,1,Sales Representative,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7,183161
48,No,Travel_Rarely,Sales,2,2,Technical Degree,4,Male,4,1,Sales Representative,2,Single,2559,5,No,11,3,3,0,7,4,2,1,0,0,0,298320
