ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales,risk,profit,riskNorm,profitNorm,R-score
1092,33,No,Travel_Rarely,Sales,25,3,Life Sciences,4,Male,2,2,Sales Representative,2,Single,4320,1,No,13,3,4,0,5,2,3,5,3,0,2,154760,0.050349,2.9853,0.05133,0.14297,0.0073385
618,44,No,Travel_Rarely,Sales,4,3,Medical,4,Male,3,2,Sales Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,275639,0.038553,3.8716,0.039305,0.18541,0.0072873
1234,30,No,Travel_Rarely,Sales,16,1,Life Sciences,2,Male,3,1,Sales Representative,4,Married,2862,1,No,12,3,2,1,10,2,2,10,0,0,8,256951,0.019946,7.4817,0.020335,0.35829,0.0072858
1318,27,No,Travel_Frequently,Sales,5,2,Life Sciences,4,Female,3,1,Sales Representative,4,Single,2379,0,Yes,14,3,3,0,6,3,2,5,4,0,2,39929,0.10644,1.3987,0.10852,0.066981,0.0072687
521,48,No,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Representative,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2,246715,0.058604,2.532,0.059746,0.12125,0.0072445
666,47,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,1,Yes,18,3,1,0,3,3,2,3,2,1,2,57860,0.10114,1.4638,0.10311,0.070099,0.0072281
271,55,No,Travel_Rarely,Sales,1,3,Medical,4,Male,3,5,Sales Representative,1,Single,19045,0,Yes,14,3,3,0,37,2,3,36,10,4,13,254598,0.1325,1.114,0.13509,0.05335,0.0072067
886,25,No,Travel_Rarely,Sales,10,4,Life Sciences,3,Male,3,2,Sales Representative,4,Single,4950,0,No,14,3,2,0,5,4,3,4,3,1,1,172529,0.050777,2.9045,0.051767,0.1391,0.0072006
606,38,No,Travel_Frequently,Sales,12,3,Life Sciences,1,Male,2,2,Sales Representative,1,Divorced,6288,2,No,15,3,3,1,13,3,2,4,3,1,2,145285,0.076543,1.9254,0.078036,0.092207,0.0071955
649,37,No,Travel_Frequently,Sales,21,2,Medical,3,Female,3,1,Sales Representative,4,Married,2973,5,No,15,3,2,1,10,3,3,5,4,0,0,219462,0.02386,6.1515,0.024326,0.29459,0.0071661
300,51,No,Travel_Rarely,Sales,2,3,Medical,4,Male,1,2,Sales Representative,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,109488,0.087533,1.6644,0.08924,0.079705,0.0071128
1128,23,No,Travel_Rarely,Sales,10,3,Technical Degree,4,Male,4,1,Sales Representative,3,Married,2073,2,No,16,3,4,1,4,2,3,2,2,2,2,176806,0.020397,7.1075,0.020795,0.34037,0.0070781
352,32,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,2,Married,2370,1,No,13,3,3,1,8,4,3,8,0,0,7,160084,0.025662,5.6288,0.026162,0.26956,0.0070523
533,47,No,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,2,Sales Representative,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7,296152,0.02895,4.9757,0.029515,0.23828,0.0070328
1442,56,No,Non-Travel,Sales,1,4,Life Sciences,3,Male,3,2,Sales Representative,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9,293065,0.037042,3.8728,0.037764,0.18547,0.007004
1357,41,No,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Representative,2,Married,4393,5,No,21,4,3,1,14,3,3,5,4,1,4,192075,0.039314,3.6436,0.04008,0.17449,0.0069936
564,25,No,Travel_Rarely,Sales,26,1,Medical,3,Female,3,2,Sales Representative,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4,277407,0.038196,3.7407,0.03894,0.17914,0.0069757
361,57,No,Travel_Rarely,Sales,1,4,Medical,4,Male,3,2,Sales Representative,3,Married,6755,2,No,11,3,3,0,15,2,3,3,2,1,2,290230,0.039838,3.5804,0.040615,0.17146,0.006964
272,47,Yes,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,3,Sales Representative,2,Married,11849,1,Yes,12,3,4,1,10,2,2,10,7,9,9,31937,0.63222,0.22461,0.64455,0.010756,0.0069331
996,43,No,Travel_Rarely,Sales,6,3,Medical,1,Female,2,2,Sales Representative,3,Single,4081,1,Yes,14,3,1,0,20,3,1,20,7,1,8,87883,0.079062,1.7946,0.080604,0.08594,0.0069271
555,27,No,Travel_Rarely,Sales,7,3,Medical,4,Female,2,2,Sales Representative,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7,102061,0.11357,1.2487,0.11578,0.059801,0.006924
1275,31,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Representative,4,Married,5468,1,No,14,3,1,2,13,3,3,12,7,5,7,250825,0.036995,3.8226,0.037717,0.18306,0.0069045
723,38,No,Travel_Frequently,Sales,10,1,Medical,3,Male,3,1,Sales Representative,3,Married,2684,0,No,17,3,2,1,3,0,2,2,1,0,2,48612,0.093388,1.5093,0.095209,0.07228,0.0068817
411,30,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Female,1,2,Sales Representative,4,Single,6091,2,No,20,4,3,0,11,2,3,5,4,0,2,161281,0.06345,2.2065,0.064687,0.10567,0.0068354
968,40,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Male,3,1,Sales Representative,2,Married,2387,3,No,22,4,3,1,7,3,3,4,2,0,3,160539,0.024955,5.6046,0.025441,0.2684,0.0068285
1391,28,Yes,Travel_Rarely,Sales,17,3,Technical Degree,3,Male,2,1,Sales Representative,4,Divorced,2367,5,No,12,3,1,1,6,2,2,4,1,0,3,50243,0.078937,1.7689,0.080476,0.08471,0.0068171
1356,36,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Representative,2,Married,5507,2,No,16,3,3,2,12,1,1,4,2,1,3,168170,0.054777,2.5448,0.055845,0.12187,0.0068057
1043,44,No,Non-Travel,Sales,5,3,Life Sciences,3,Male,2,1,Sales Representative,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3,293128,0.018023,7.7253,0.018374,0.36996,0.0067976
340,27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Representative,2,Married,6214,1,No,18,3,1,1,8,3,3,8,7,0,7,284519,0.03638,3.8156,0.037089,0.18272,0.0067771
546,30,No,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Representative,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7,238172,0.036857,3.742,0.037576,0.1792,0.0067337
638,32,No,Non-Travel,Sales,1,3,Life Sciences,4,Male,3,1,Sales Representative,4,Divorced,2314,0,No,12,3,2,1,4,2,3,3,0,0,2,175163,0.021797,6.3081,0.022222,0.30209,0.0067131
1302,58,No,Non-Travel,Sales,2,3,Medical,2,Male,3,4,Sales Representative,2,Divorced,16291,4,No,22,4,4,1,37,0,2,16,9,14,14,253277,0.10508,1.2956,0.10713,0.062045,0.0066466
961,41,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,2,Sales Representative,1,Divorced,4103,0,No,17,3,4,1,10,2,3,9,3,1,7,142983,0.046676,2.904,0.047586,0.13907,0.0066179
1242,32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Representative,3,Married,9610,3,No,13,3,3,1,10,2,1,4,3,0,2,241681,0.064507,2.0957,0.065765,0.10036,0.0066004
725,24,No,Travel_Rarely,Sales,17,1,Medical,4,Female,2,2,Sales Representative,3,Divorced,4377,1,No,15,3,2,2,5,6,3,4,2,3,2,194625,0.036481,3.7054,0.037192,0.17745,0.0065998
1239,23,No,Travel_Rarely,Sales,4,1,Medical,3,Female,3,1,Sales Representative,2,Single,3295,1,No,13,3,3,0,3,3,1,3,2,1,2,65991,0.080621,1.669,0.082193,0.079926,0.0065693
1450,32,No,Travel_Rarely,Sales,2,3,Technical Degree,4,Male,3,1,Sales Representative,1,Single,2439,1,No,14,3,4,0,4,4,3,4,2,1,2,56339,0.069886,1.9249,0.071249,0.092184,0.006568
901,36,No,Travel_Frequently,Sales,3,3,Technical Degree,3,Male,3,1,Sales Representative,2,Married,3692,1,No,12,3,3,0,12,2,2,11,10,0,7,183161,0.032476,4.1342,0.033109,0.19798,0.006555
284,55,No,Travel_Rarely,Sales,20,2,Technical Degree,2,Male,3,2,Sales Representative,4,Married,5415,3,Yes,19,3,4,1,12,4,3,10,7,0,8,136714,0.063666,2.1039,0.064908,0.10076,0.0065398
1458,40,No,Travel_Rarely,Sales,2,4,Medical,3,Female,3,1,Sales Representative,3,Married,2001,2,No,14,3,2,3,20,2,3,5,3,0,2,242040,0.013273,10.08,0.013532,0.48272,0.0065323
959,34,No,Travel_Rarely,Sales,9,3,Life Sciences,4,Male,3,3,Sales Representative,4,Divorced,8500,0,No,11,3,4,1,10,0,2,9,7,1,6,181750,0.074868,1.7819,0.076328,0.085332,0.0065132
77,35,No,Travel_Rarely,Sales,1,4,Marketing,3,Male,2,2,Sales Representative,1,Single,4312,0,No,14,3,2,0,16,2,3,15,13,2,8,135098,0.050926,2.6109,0.051919,0.12503,0.0064916
946,50,No,Travel_Rarely,Sales,28,3,Life Sciences,4,Female,3,4,Sales Representative,1,Married,16880,4,Yes,11,3,2,0,25,2,3,3,2,1,2,117405,0.22844,0.57961,0.2329,0.027757,0.0064645
67,36,No,Travel_Frequently,Sales,11,3,Life Sciences,2,Male,2,2,Sales Representative,2,Single,6499,1,No,13,3,3,0,6,3,3,6,5,0,3,212430,0.048473,2.7239,0.049418,0.13044,0.0064463
1365,28,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Representative,4,Married,6834,1,Yes,12,3,3,1,7,2,3,7,7,0,7,214040,0.050507,2.61,0.051492,0.12499,0.006436
1089,42,No,Travel_Rarely,Sales,2,3,Medical,3,Male,2,1,Sales Representative,2,Married,4841,4,No,14,3,2,1,4,3,3,1,0,0,0,165940,0.046088,2.8565,0.046987,0.1368,0.0064276
528,32,No,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,2,Sales Representative,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8,242718,0.035085,3.7484,0.035769,0.17951,0.0064209
538,27,No,Travel_Frequently,Sales,10,2,Life Sciences,4,Male,3,3,Sales Representative,1,Divorced,8793,1,No,21,4,3,2,9,4,2,9,7,1,7,236448,0.058673,2.2409,0.059817,0.10731,0.0064192
813,43,No,Travel_Frequently,Sales,27,3,Life Sciences,3,Female,3,3,Sales Representative,1,Married,10820,8,No,11,3,3,1,18,1,3,8,7,0,1,220570,0.076856,1.6988,0.078355,0.081353,0.0063744
279,26,No,Travel_Frequently,Sales,1,3,Life Sciences,3,Female,3,2,Sales Representative,2,Divorced,6397,1,No,20,4,1,1,6,6,1,6,5,1,4,216013,0.046006,2.814,0.046903,0.13476,0.0063207
288,38,No,Travel_Rarely,Sales,23,4,Life Sciences,4,Male,3,2,Sales Representative,4,Divorced,5745,9,No,14,3,2,1,10,2,3,2,2,1,2,264416,0.033752,3.8355,0.034411,0.18368,0.0063204
1341,36,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Representative,3,Married,5673,1,Yes,13,3,1,1,10,4,3,10,9,1,7,151634,0.057976,2.2274,0.059106,0.10667,0.0063048
266,29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Representative,2,Married,6644,2,No,19,3,2,2,10,2,3,0,0,0,0,116184,0.088534,1.4573,0.090261,0.069787,0.006299
1104,48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Representative,3,Divorced,6439,8,No,14,3,3,1,18,2,3,8,7,7,7,287721,0.034478,3.7237,0.035151,0.17832,0.0062682
93,30,No,Travel_Rarely,Sales,4,2,Medical,3,Female,2,2,Sales Representative,2,Divorced,5209,1,Yes,12,3,2,3,11,4,2,11,8,2,7,188090,0.042656,3.0091,0.043488,0.1441,0.0062667
794,28,No,Travel_Rarely,Sales,15,2,Life Sciences,1,Male,3,1,Sales Representative,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,113426,0.029818,4.2828,0.030399,0.2051,0.0062349
1342,31,No,Travel_Rarely,Sales,20,3,Life Sciences,2,Male,3,2,Sales Representative,3,Divorced,4197,1,No,11,3,1,1,10,2,3,10,8,0,2,126450,0.050821,2.5107,0.051812,0.12024,0.0062297
965,34,No,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Representative,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,224501,0.041578,3.0544,0.042388,0.14627,0.0062003
1153,21,No,Travel_Rarely,Sales,5,1,Medical,3,Male,3,1,Sales Representative,4,Single,3117,1,No,18,3,3,0,3,2,3,2,2,2,2,173457,0.027372,4.6374,0.027906,0.22208,0.0061975
1134,43,No,Travel_Rarely,Sales,27,3,Technical Degree,4,Male,4,1,Sales Representative,2,Divorced,4876,5,No,12,3,3,1,8,0,3,6,4,0,2,278067,0.026693,4.7523,0.027213,0.22758,0.0061933
553,56,No,Travel_Rarely,Sales,9,3,Medical,3,Male,3,4,Sales Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1,192194,0.087787,1.4425,0.089499,0.069081,0.0061826
1429,32,No,Travel_Rarely,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,2269,0,No,14,3,2,1,3,2,3,2,2,2,2,101016,0.03396,3.71,0.034623,0.17767,0.0061514
1052,44,No,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Representative,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0,48400,0.14878,0.84592,0.15169,0.04051,0.0061448
885,40,No,Travel_Rarely,Sales,10,3,Technical Degree,2,Female,2,2,Sales Representative,2,Divorced,6852,7,No,12,3,2,1,7,2,4,5,1,1,3,272352,0.037981,3.3123,0.038721,0.15862,0.0061421
316,43,No,Travel_Frequently,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,4,Single,2455,0,No,19,3,1,0,9,5,3,8,7,1,7,139119,0.026585,4.7223,0.027104,0.22615,0.0061294
1132,34,No,Travel_Frequently,Sales,10,4,Technical Degree,4,Male,2,2,Sales Representative,3,Married,5063,1,No,14,3,2,1,8,3,2,8,2,7,7,162701,0.046844,2.6779,0.047757,0.12824,0.0061246
1082,35,No,Travel_Rarely,Sales,16,3,Life Sciences,4,Female,2,3,Sales Representative,2,Single,8606,1,No,19,3,4,0,11,3,1,11,8,3,3,277799,0.046623,2.69,0.047532,0.12882,0.0061231
1106,33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,2,Sales Representative,1,Married,6392,2,No,13,3,4,1,8,6,1,2,2,2,2,252915,0.037957,3.2973,0.038697,0.1579,0.0061104
945,28,No,Non-Travel,Sales,1,3,Life Sciences,3,Female,1,2,Sales Representative,4,Married,6674,0,No,11,3,1,3,10,6,3,9,8,7,5,168713,0.059362,2.1066,0.060519,0.10088,0.0061054
1046,40,No,Travel_Rarely,Sales,2,3,Medical,3,Male,3,1,Sales Representative,3,Divorced,2345,2,No,14,3,3,1,8,3,4,3,1,1,2,121521,0.028956,4.3184,0.029521,0.20681,0.0061051
846,40,No,Travel_Frequently,Sales,26,2,Medical,3,Female,2,2,Sales Representative,4,Married,4422,3,Yes,13,3,4,1,16,3,1,1,1,0,0,208930,0.031744,3.9373,0.032363,0.18856,0.0061023
44,27,No,Travel_Frequently,Sales,8,3,Life Sciences,4,Male,3,3,Sales Representative,3,Single,8726,1,No,15,3,4,0,9,0,3,9,8,1,7,120764,0.10829,1.1533,0.11041,0.055231,0.0060978
1427,32,No,Travel_Rarely,Sales,29,4,Life Sciences,3,Female,2,1,Sales Representative,2,Single,2837,1,No,13,3,3,0,6,3,3,6,2,4,1,44957,0.093936,1.3206,0.095767,0.06324,0.0060564
249,37,No,Travel_Rarely,Sales,1,2,Medical,3,Female,2,1,Sales Representative,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2,127597,0.045679,2.7125,0.04657,0.1299,0.0060494
344,29,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,2,Sales Representative,2,Divorced,8268,1,Yes,14,3,1,2,7,2,3,7,7,1,7,129275,0.094736,1.303,0.096584,0.062398,0.0060266
1405,42,No,Non-Travel,Sales,23,2,Life Sciences,4,Male,2,2,Sales Representative,3,Single,4332,1,No,12,3,4,0,20,2,3,20,9,3,7,243222,0.026359,4.6788,0.026873,0.22406,0.0060212
704,38,No,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Representative,4,Single,5666,1,Yes,13,3,2,0,6,1,3,5,3,1,3,197250,0.042436,2.9011,0.043264,0.13893,0.0060106
988,51,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,3,Sales Representative,2,Married,10596,2,No,11,3,2,0,14,5,3,4,2,3,2,166492,0.093432,1.3094,0.095254,0.062706,0.005973
582,30,No,Travel_Rarely,Sales,1,3,Life Sciences,4,Male,1,1,Sales Representative,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2,203174,0.027633,4.4172,0.028172,0.21154,0.0059594
834,27,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Male,2,1,Sales Representative,3,Married,2539,1,No,13,3,3,1,4,0,3,4,2,2,2,105358,0.035176,3.458,0.035862,0.1656,0.0059388
775,55,No,Non-Travel,Sales,2,1,Medical,3,Male,2,4,Sales Representative,1,Single,16756,7,No,15,3,2,0,31,3,4,9,7,6,2,242175,0.10096,1.2044,0.10293,0.057679,0.0059368
1255,49,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Representative,4,Single,4507,3,No,12,3,3,0,8,1,4,5,1,0,4,177681,0.036937,3.2853,0.037657,0.15733,0.0059245
748,38,No,Travel_Rarely,Sales,3,4,Life Sciences,2,Male,3,2,Sales Representative,4,Single,6861,8,Yes,12,3,3,0,19,1,3,1,0,0,0,112877,0.087863,1.371,0.089576,0.065656,0.0058812
626,45,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,3,Sales Representative,1,Divorced,10761,4,Yes,12,3,3,1,18,2,3,5,4,0,2,195163,0.079137,1.5113,0.08068,0.072377,0.0058394
1160,39,No,Travel_Frequently,Sales,4,3,Medical,1,Female,3,2,Sales Representative,3,Single,5042,0,No,13,3,4,0,10,2,1,9,2,3,8,57818,0.12496,0.95561,0.1274,0.045763,0.0058302
333,54,No,Travel_Frequently,Sales,20,4,Life Sciences,4,Female,3,2,Sales Representative,3,Single,4869,3,No,12,3,4,0,20,4,2,4,3,0,3,215425,0.032374,3.687,0.033006,0.17657,0.0058277
130,49,No,Travel_Rarely,Sales,20,4,Medical,3,Female,3,2,Sales Representative,1,Married,6567,1,No,14,3,3,0,16,2,2,15,11,5,11,249003,0.037528,3.1598,0.03826,0.15132,0.0057895
1054,57,No,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,4,2,Sales Representative,3,Married,4900,0,No,24,4,1,1,13,2,2,12,9,2,8,261846,0.026482,4.4532,0.026999,0.21326,0.0057577
210,46,No,Travel_Rarely,Sales,1,4,Medical,4,Male,3,3,Sales Representative,1,Divorced,9396,7,No,16,3,3,1,17,3,3,4,2,0,3,284165,0.046626,2.5203,0.047535,0.12069,0.0057372
921,34,No,Travel_Frequently,Sales,19,3,Medical,3,Female,3,2,Sales Representative,2,Divorced,4444,4,No,13,3,3,2,15,2,4,11,8,5,10,231507,0.027043,4.3412,0.027571,0.2079,0.0057318
783,30,No,Travel_Rarely,Sales,20,3,Other,3,Male,3,2,Sales Representative,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2,288814,0.04808,2.4172,0.049018,0.11576,0.0056741
574,26,Yes,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,2,Sales Representative,1,Single,5326,6,No,17,3,3,0,6,2,2,4,3,1,2,57840,0.12825,0.90499,0.13075,0.043339,0.0056667
652,47,No,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,2,Sales Representative,4,Married,4537,0,Yes,22,4,1,1,8,2,3,7,6,7,7,157531,0.040035,2.8935,0.040816,0.13857,0.0056556
366,46,No,Non-Travel,Sales,7,4,Medical,3,Female,3,2,Sales Representative,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0,195739,0.037249,3.1022,0.037976,0.14856,0.0056418
857,20,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,2,1,Sales Representative,3,Single,3033,1,No,12,3,1,0,2,2,2,2,2,1,2,52487,0.079951,1.4421,0.08151,0.069062,0.0056292
730,35,No,Travel_Rarely,Sales,25,4,Medical,3,Female,3,3,Sales Representative,3,Divorced,10388,1,Yes,11,3,3,1,16,3,2,16,10,10,1,241353,0.059236,1.9362,0.060391,0.092721,0.0055996
1003,35,No,Travel_Frequently,Sales,18,2,Life Sciences,3,Male,3,3,Sales Representative,4,Single,9362,2,No,11,3,3,0,10,2,3,2,2,2,2,271236,0.0474,2.4143,0.048324,0.11562,0.0055872
1316,36,No,Travel_Rarely,Sales,2,4,Other,4,Female,3,2,Sales Representative,2,Married,6962,4,Yes,22,4,4,1,15,2,3,1,0,0,0,231936,0.041198,2.7762,0.042002,0.13295,0.0055842
105,37,No,Non-Travel,Sales,2,2,Life Sciences,3,Male,2,2,Sales Representative,4,Divorced,5163,5,No,14,3,4,1,17,2,4,1,0,0,0,284560,0.024858,4.5929,0.025343,0.21995,0.0055742
155,32,No,Travel_Frequently,Sales,8,3,Marketing,2,Female,3,3,Sales Representative,4,Single,8998,1,No,14,3,4,0,9,2,3,9,8,3,7,223036,0.055271,2.0656,0.056349,0.09892,0.005574
1261,32,No,Non-Travel,Sales,5,4,Technical Degree,2,Male,3,1,Sales Representative,2,Single,2718,2,No,14,3,2,0,12,3,3,7,7,0,7,131398,0.028333,4.0286,0.028885,0.19293,0.0055728
107,50,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Female,3,5,Sales Representative,2,Married,18172,3,Yes,19,3,1,0,28,1,2,8,3,0,7,153613,0.16148,0.70444,0.16463,0.033735,0.0055539
970,48,No,Travel_Rarely,Sales,4,3,Life Sciences,4,Male,3,3,Sales Representative,4,Single,7898,1,No,11,3,3,0,11,2,3,10,9,0,8,151940,0.070571,1.6031,0.071947,0.076774,0.0055237
1087,50,No,Travel_Frequently,Sales,22,5,Medical,3,Male,1,4,Sales Representative,4,Single,14411,1,Yes,13,3,4,0,32,2,3,32,6,13,9,184934,0.10548,1.0694,0.10754,0.051213,0.0055075
807,52,No,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,3,3,Sales Representative,2,Single,10445,7,No,19,3,4,0,18,4,3,8,6,4,0,237441,0.059394,1.8944,0.060553,0.09072,0.0054933
239,32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,1,6,5,3,4,3,1,2,141204,0.037434,2.9934,0.038164,0.14335,0.0054708
122,33,No,Non-Travel,Sales,22,2,Marketing,3,Male,3,2,Sales Representative,2,Married,6146,0,No,13,3,1,1,8,2,4,7,7,0,7,172526,0.047788,2.3393,0.04872,0.11203,0.0054579
518,25,No,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Representative,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2,287968,0.022575,4.9469,0.023015,0.2369,0.0054524
492,43,No,Travel_Frequently,Sales,9,5,Medical,4,Male,3,2,Sales Representative,3,Divorced,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7,293535,0.025915,4.3073,0.02642,0.20627,0.0054497
161,22,No,Travel_Rarely,Sales,19,1,Medical,3,Male,3,1,Sales Representative,4,Married,2323,1,No,24,4,1,2,2,6,3,2,2,2,2,193448,0.01604,6.9396,0.016352,0.33233,0.0054344
336,40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Representative,4,Married,7457,2,Yes,22,4,3,3,6,2,2,4,3,0,2,292112,0.034095,3.2644,0.03476,0.15633,0.005434
631,22,No,Travel_Rarely,Sales,1,2,Life Sciences,4,Male,2,2,Sales Representative,4,Married,4775,6,No,22,4,1,2,4,2,1,2,2,2,2,167301,0.038007,2.9197,0.038748,0.13982,0.0054179
678,49,No,Travel_Rarely,Sales,8,2,Other,1,Female,3,3,Sales Representative,2,Married,7403,4,No,11,3,3,1,29,3,2,26,9,1,7,250891,0.039234,2.8242,0.039999,0.13525,0.0054098
559,32,No,Travel_Frequently,Sales,24,4,Life Sciences,1,Male,3,2,Sales Representative,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7,105827,0.066682,1.6611,0.067982,0.07955,0.005408
55,26,No,Travel_Rarely,Sales,23,3,Marketing,3,Female,2,2,Sales Representative,4,Married,4157,7,Yes,19,3,3,1,5,2,2,2,2,0,0,52313,0.10529,1.0487,0.10734,0.050221,0.0053908
496,27,Yes,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,Divorced,3041,0,No,11,3,2,1,5,3,3,4,3,0,2,37686,0.10685,1.0327,0.10894,0.049456,0.0053876
808,38,No,Travel_Rarely,Sales,10,4,Marketing,3,Male,2,3,Sales Representative,3,Divorced,8740,0,Yes,14,3,2,2,9,2,3,8,7,2,7,208135,0.055574,1.9845,0.056658,0.095037,0.0053846
156,29,No,Non-Travel,Sales,1,1,Technical Degree,4,Male,3,2,Sales Representative,3,Married,4319,1,No,13,3,1,1,10,1,3,10,7,0,9,125663,0.045324,2.4246,0.046208,0.11611,0.0053653
1306,54,No,Travel_Rarely,Sales,7,4,Medical,4,Female,3,2,Sales Representative,4,Married,6854,4,No,15,3,2,1,14,2,2,7,1,1,7,258991,0.034831,3.1489,0.03551,0.1508,0.0053548
48,37,No,Travel_Rarely,Sales,19,2,Life Sciences,2,Male,3,1,Sales Representative,2,Married,3022,4,No,21,4,1,0,8,1,3,1,0,0,0,31836,0.12437,0.8779,0.1268,0.042042,0.0053307
718,27,No,Travel_Rarely,Sales,16,4,Technical Degree,3,Female,3,1,Sales Representative,2,Married,2811,9,No,14,3,2,1,4,2,3,2,2,2,2,57881,0.063592,1.7159,0.064832,0.082174,0.0053275
1129,36,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,4,2,Sales Representative,1,Married,5562,3,Yes,13,3,4,1,9,3,3,3,2,0,2,98803,0.073514,1.4803,0.074948,0.070892,0.0053132
581,35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2,159161,0.021083,5.1568,0.021494,0.24696,0.0053081
218,29,Yes,Travel_Rarely,Sales,1,3,Technical Degree,3,Male,3,1,Sales Representative,3,Single,2058,0,No,14,3,4,0,7,1,2,6,2,1,5,31228,0.08586,1.2645,0.087534,0.060556,0.0053007
1123,29,No,Travel_Rarely,Sales,3,1,Medical,2,Male,3,1,Sales Representative,1,Single,4723,1,Yes,18,3,4,0,10,3,3,10,9,1,5,70672,0.086739,1.2469,0.088431,0.059715,0.0052807
329,33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Representative,4,Single,4682,3,No,14,3,3,0,9,6,2,7,7,0,1,222521,0.027308,3.9606,0.02784,0.18967,0.0052805
